#SampleID	Organism	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	PC71	PC72	PC73	PC74	PC75	PC76	PC77	PC78	PC79	PC80	PC81	PC82	PC83	PC84	PC85	PC86	PC87	PC88	PC89	PC90	PC91	PC92	PC93	PC94	PC95	PC96	PC97	PC98	PC99	PC100	PC101	PC102	PC103	PC104	PC105	PC106	PC107	PC108	PC109	PC110	PC111	PC112	PC113	PC114	PC115	PC116	PC117	PC118	PC119	PC120	PC121	PC122	PC123	PC124	PC125	PC126	PC127	PC128	PC129	PC130	PC131	PC132	PC133	PC134	PC135	PC136	PC137	PC138	PC139	PC140	PC141	PC142	PC143	PC144	PC145	PC146	PC147	PC148	PC149	PC150	PC151	PC152	PC153	PC154	PC155	PC156	PC157	PC158	PC159	PC160	PC161	PC162	PC163	PC164	PC165	PC166	PC167	PC168	PC169	PC170	PC171	PC172	PC173	PC174	PC175	PC176	PC177	PC178	PC179	PC180	PC181	PC182	PC183	PC184	PC185	PC186	PC187	PC188	PC189	PC190	PC191	PC192	PC193	PC194	PC195	PC196	PC197
MalMos_1C_GD6_01_16145.mzXML	Interaction	-1.02197857	-0.829066524	-1.062084464	-8.701085919	0.702909884	1.742985988	1.151289862	0.921446422	0.192287067	-0.39933137	-1.423211211	0.491661496	1.96428526	1.177124906	-0.053577539	1.736175578	0.278068428	0.500888232	0.535371419	2.254459241	0.160534194	1.787762879	-0.966903789	0.8191932	-2.150832452	0.739138735	0.457810475	-0.096092879	0.454379933	1.146302369	-1.037190441	0.123057297	1.428144209	0.070017019	1.169944774	-0.061130765	-0.189837567	0.926431241	1.273197854	-0.447250253	0.591135028	0.013126189	0.467098087	-0.555851503	0.780970938	-0.626316515	-0.091973803	0.082165489	0.21437492	0.913944134	0.229323825	-1.099817809	-0.353069166	0.102052056	-0.970875217	0.24157608	0.584224881	-0.476437394	0.581009493	0.645778883	-0.1894414	0.255135583	0.361287633	0.021977216	0.149669627	0.697220751	0.20333514	-0.019325312	-0.320725712	0.084855202	0.170287794	-0.619672393	0.68195512	0.542663252	-0.969151329	0.235112403	0.243059821	0.83537915	0.69161035	0.257611637	0.116987695	0.021217756	0.002742515	1.28518167	-0.087508364	-0.265785558	-0.439900774	-0.073662856	-0.375217031	0.968225591	-1.065581752	0.081967881	0.75517977	-0.324125059	0.108817143	-0.108432204	0.098468172	0.502902467	0.024414945	-0.373699387	0.258419849	-0.122707407	0.34975304	-0.602370916	0.105444805	-0.324252576	-0.010180488	-0.085690819	-0.012606987	-0.277201608	0.237112755	0.289993911	0.193673156	-0.173388425	0.125704518	-0.568615024	0.016300739	0.335905744	-0.025859634	0.186436844	-0.312448988	0.432438389	-0.398072955	0.151445752	-0.126480054	0.577306059	0.430113337	-0.668408863	0.29132537	0.623877395	-0.019436653	-0.192532873	-0.029219742	0.438506293	0.327683762	-0.020076332	-0.036478426	0.061964099	0.039750091	0.126259319	-0.00599991	-0.090266623	0.038248834	-0.041813447	-0.064514262	-0.070177709	-0.015562835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalInv_1D_GB11_01_16105.mzXML	Interaction	-0.025795204	-0.702745185	-0.867275215	-9.191046291	0.0835166	-1.787583521	-4.044211558	-1.264135647	1.301339624	-4.354594987	-0.301501177	1.826919103	0.294277994	-0.562809248	-0.197627832	-0.14762483	0.368046344	-1.246199202	1.023179969	-0.12236022	0.7135276	-0.006085174	-0.769319118	0.515215171	0.678633718	0.388632079	0.965144251	-0.374464586	0.450454152	0.871455067	0.592260282	0.683694405	-0.120601959	-0.486207024	1.224895303	1.072221867	-0.017124837	-0.275281549	-0.190767677	1.213854555	0.443578266	-0.035880997	-0.369348688	0.44209647	-0.670850019	1.094122451	-0.307740071	0.720597232	0.754808945	-0.721533539	1.237638171	0.264974078	-0.276089307	0.787820153	-0.173102575	0.382577849	-0.273633805	-0.639500803	1.034175331	-0.046961432	0.189872123	-0.490310735	-0.623669677	-0.727045917	-0.271570683	0.740870516	0.057131419	0.436397396	0.336526538	0.495566194	-0.129207332	0.824250312	0.149261233	-0.391871456	-0.571491418	-0.681629763	0.040579668	0.17300994	-0.799091765	-0.146204073	-0.300918771	-0.213012969	0.236160579	-0.506790434	0.65903962	0.521321083	0.619675672	0.040087794	0.272724402	-0.238718045	-0.299233644	0.117694591	0.440675995	-0.487417517	0.260309274	0.157790795	-0.438922322	0.522061407	0.509733033	0.568514272	0.570379138	-0.101715609	0.228662195	0.670896812	0.105545281	-0.314335244	0.027713672	0.155011167	-0.460664291	0.033920583	0.814794838	-0.137854968	0.24009726	0.413408517	0.45211791	0.137237557	-0.200065404	-0.699719371	-0.067368986	-0.231510424	-0.119979812	0.658054582	-0.341395079	0.050256118	0.092683764	-0.018310944	-0.031210331	0.264055783	0.035328359	0.261550202	0.063557606	-0.410891867	-0.006547369	-0.38787348	-0.100403521	0.238160051	0.252674536	-0.027813275	0.090520968	-0.003990526	-0.034943973	-0.009423258	-0.091659956	-0.00588788	0.049313437	-0.091821918	-0.018891151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalMos_2D_GD12_01_16157.mzXML	Interaction	0.525041415	-0.690932349	-1.174583243	-8.64061307	-1.145567963	-2.512267153	1.495896646	1.335407409	2.044952247	-1.658525583	0.189193029	0.58961679	-0.626890699	-0.045899104	-0.204077758	0.56185984	0.924984084	1.081481174	1.098915942	-1.229448794	-0.487645593	0.872142134	-1.059932275	0.054830364	0.231766357	1.62005724	-0.575271681	-0.885845344	-0.160174074	1.056502079	-0.295551408	0.253003897	-0.490385116	0.281636401	0.338571181	1.549210747	0.646194673	-0.538560083	-2.248114207	0.882811646	-0.709882932	-0.379879486	-1.114895844	1.087116594	-0.320590669	-0.225377628	0.299660595	0.462820529	0.053336843	-0.769420121	-0.899856834	-0.692940931	-0.131081804	-0.26553499	0.605258864	-0.301567231	0.484198178	0.72963372	-0.561499117	-1.339866304	-0.458319726	0.465493559	0.799764596	-0.869973785	-0.049569739	-1.201728363	-0.620615159	-1.030577723	-1.403399279	-0.05696715	0.187815701	-0.305624662	-0.658371824	-0.752429635	-0.711110206	0.562507214	-0.840736061	0.21121901	0.560862454	0.543278674	-0.153783233	0.098604905	0.095694538	0.096090599	0.008299792	-0.288727591	-0.369053555	-1.227505029	0.463526911	-0.515298827	-0.073339864	0.114403098	0.145762367	0.118577202	-0.875071884	0.089843946	1.322416535	-0.476379152	0.059840054	0.831438335	-0.116449268	0.399115203	0.653791554	-0.424461179	-0.398800603	-0.152027386	0.735245402	0.009588368	-0.023060372	0.161428737	-0.187277031	-0.08684644	-0.22098571	-0.097940845	-0.546663458	-0.15114957	-0.177968274	0.075165805	0.150454497	0.165480411	0.291905242	-0.4055854	-0.42494977	0.635919653	-0.282854457	-0.196724931	-0.148079538	-0.098406822	0.246051288	0.172702271	0.39340558	-0.282608511	0.219234518	0.283706889	0.347211157	-0.018439621	-0.156557124	-0.114176359	-0.003814332	-0.020366571	0.038721447	0.108035194	0.039982403	0.025961024	0.015551075	0.040041055	0.005202119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MilCar9_4A_GF5_01_16191.mzXML	Interaction	-0.4879239	-0.827064947	-1.339292834	-9.110195022	2.084778289	0.221139277	0.174107626	-0.71213418	-0.970076653	1.745500111	0.050409437	-0.746167862	0.020800333	1.0667154	-0.552558161	0.606176856	0.147594986	-0.579973319	-0.715602121	-1.101729852	0.094762907	-0.3403004	0.298990512	1.547509282	0.854350271	0.197321257	0.973916722	-0.468210592	0.974192328	-0.35998394	-0.135053408	0.233124258	0.54378799	0.798932488	0.935108421	-0.104273294	-1.097006946	-0.144605991	0.358543743	0.913697003	0.424943847	0.233978265	0.590184891	0.126344666	0.808169332	0.228905551	1.590487739	-0.261447481	-0.638922731	0.914071031	0.005854516	-0.629137934	-0.80915588	0.203312586	0.467601141	-0.518233549	0.00108677	-0.169990485	-0.177178065	0.123371071	-0.409946754	0.391272411	0.050075231	0.098074364	0.584266837	-0.410718956	-0.817838888	-0.084986142	0.472762633	0.00457981	1.27640948	-1.02474059	-0.53561461	-1.471740146	-0.142744292	-0.297062169	0.165819618	-0.495684685	0.12918618	0.466231479	-0.025550682	0.196570035	-0.398591266	-0.983723078	-0.174499532	0.312859511	-0.061193721	0.091784678	-0.698024941	-0.579861691	-0.262440991	0.734298078	0.318015442	0.444853509	0.482383933	-0.756303539	0.119414207	0.764590775	0.327425003	0.102498891	-0.333091542	0.326346841	-0.026146472	0.512494298	-0.487663834	0.026021279	-0.446439882	-0.646358071	0.092597881	-0.645801607	-0.574922291	-0.058573631	0.051199187	-0.230069687	-0.295621087	0.611647948	-0.363338384	-0.190866581	0.387781354	-0.17889382	-0.09316422	-0.029414858	-0.20988708	0.488277849	0.22751677	-0.162525458	0.25374711	0.221158179	-0.47424954	-0.148400382	-0.163652966	0.124697667	-0.19182418	-0.711845297	0.259741003	-0.095835377	0.351708059	-0.248822032	-0.098615687	-0.503608613	0.023791088	-0.238631073	-0.026308279	0.027527196	-0.133448723	0.054515795	-0.002316265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MilCar9_4C_GF7_01_16195.mzXML	Interaction	-0.475434954	-0.832686675	-1.181186454	-9.066481291	1.619430762	0.288164229	0.129560974	-1.082199498	0.29756468	1.170677015	0.559008989	-0.838665024	0.789481824	0.901343348	-1.466837828	0.334075033	-0.237233496	-0.19675999	-1.385378296	-0.070665052	-0.19886733	0.670807848	0.326736812	2.56967284	-0.139182575	-0.383148528	0.973449973	1.771843283	0.58730396	0.002229296	-0.279296183	-0.100623631	0.124872637	0.246801011	0.683200103	0.240660493	-0.170770109	-1.323550544	-0.153154877	-0.291427782	-0.097933725	-0.875833175	1.044494018	-0.578800164	0.509982012	1.255624528	-0.544729236	0.125904445	0.863434204	-0.3296659	0.026627009	-0.227484556	0.304890397	-0.108337777	0.804622889	-0.582529514	-1.18261829	0.304890093	-0.873958028	0.030986929	2.084326442	0.044021096	-0.311489737	-0.422493789	0.374722445	-0.607439423	-0.418764358	0.29981547	-0.153877472	0.108866633	-0.24873709	-0.70830282	-0.042589306	0.246344119	0.231187158	0.64931659	-0.315153546	0.443762534	0.232972208	-0.783046795	-0.368050533	-0.165539405	-0.18086051	-0.9122956	-0.403765645	-0.077044761	-0.894349689	0.03865001	-0.837236624	-0.673545828	0.11174431	-0.236131125	-0.458108917	0.107326375	0.212385162	-0.123294722	0.032762264	-0.221644306	-0.373410201	-0.284396509	0.08269597	0.297905513	-0.403398744	-0.365059191	0.238777883	-0.33669849	0.10999034	-0.099731674	-0.228482571	-0.353623538	1.073658614	0.101605281	-0.390087941	0.206944224	0.038592424	-0.668926949	-0.057438469	-0.591987561	-0.194137083	0.463358054	0.126631965	-0.302075367	0.084298342	-0.512180214	-0.305999859	-0.177967153	-0.192943313	-0.305040625	-0.29351109	-0.002467417	0.038099412	0.091849151	0.728058424	0.556839275	-0.369672171	0.132143461	0.070176639	-0.1309382	0.020317197	0.187181344	0.339744561	0.070274279	0.079332599	0.086615831	0.013479307	0.040925333	0.028945699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Star7_1A_RH12_01_16059.mzXML	Interaction	-0.495174802	-0.826296123	-0.921314702	-7.627657196	1.732593828	-0.479911029	-2.123136273	-0.812843795	-1.557209522	0.69340784	-0.580037294	0.148629589	-0.738400099	-0.206747839	-0.473340352	-0.054577346	-1.655923272	0.434527639	-0.473473808	0.262610993	-0.883458838	-0.260422209	0.690353328	-0.188110689	-0.424582238	-0.245401706	-0.136891327	-0.087583931	0.21813547	-1.047242205	0.012453983	-0.768569053	-0.695285453	-0.260373799	0.646795592	0.042721458	-0.018981861	-0.067943938	-0.046856677	-0.202594194	-0.340788842	-0.04278596	1.256289374	0.448730685	-0.174056869	0.346735142	0.238511842	-0.274979659	0.038137369	-0.546776301	0.349920546	0.045558741	-0.455264481	-0.455818367	-0.363467386	-0.471184484	-0.066561409	0.063641967	-0.878240474	-0.760194179	0.058803332	0.25831113	-0.607994627	0.809303054	0.543413687	0.378973258	0.061444681	-0.111548943	-0.623597882	0.500092417	-0.159720828	-0.254037207	-0.063517749	0.164952676	0.284247498	-0.078906482	-0.109217538	-0.353362487	0.448007753	-0.227677846	0.44526106	0.444846633	0.607304991	0.591855243	0.143157152	0.114900849	-0.219010386	-0.58584646	0.268548099	0.314301789	-0.270033061	0.363423863	0.34021502	-0.386433127	-0.238495623	0.654947967	0.090577272	-0.179730876	-0.289540159	0.606333679	0.203578302	0.821137234	-0.131510639	-0.235734702	-0.223772061	-0.544950187	0.027970533	0.165232579	0.085159632	0.08365063	-0.160586328	0.335652332	0.248513853	-0.178954698	0.465062009	-0.384544448	0.703211791	0.577414165	0.037770494	-0.873807344	0.226124344	-0.436954425	0.318003216	0.167662979	0.167572747	0.152008478	-0.804425926	-0.330327192	0.498506998	0.027964938	-0.191929551	0.1739165	0.090040736	-0.224069766	0.016576468	0.131046258	0.058112353	0.358122199	0.151937321	0.144962734	-0.035920733	-0.401173728	-0.288819328	-0.036626559	0.087920334	0.067065087	-0.018332823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
StarTent_3E_RH6_01_16047.mzXML	Interaction	0.709111749	-0.538667445	-1.004274224	-8.219328437	-2.998350554	-3.97022693	-0.045257438	-0.097624996	-0.343175682	0.617849765	1.421205737	1.770920534	0.664261325	-0.627351808	-0.263649968	-0.77356213	0.96046438	0.356281282	1.836209257	2.210977679	-0.038512059	0.306903148	-0.230376762	0.504748102	-0.309881687	-1.42883592	1.062675782	-1.966977513	-1.330195153	-0.372440053	0.865454053	1.339908616	1.145993678	1.086615509	-0.330988984	0.731264064	0.109600469	0.516070439	-0.170698086	-1.380691393	0.347934795	0.533965864	1.337684985	0.331391816	-0.210942663	-0.832697429	0.1510496	0.312514344	-0.290295974	0.111644051	-0.295084247	-0.552315294	0.410878442	-0.047199805	0.61071268	-0.739628348	-0.864262232	0.522464367	1.36710453	1.516208212	0.085303262	-0.202061097	-0.648470809	-0.23884118	-0.133448806	-0.436008321	0.180390245	0.378483948	0.246870021	0.234059455	0.391121163	-0.153007551	-0.035944244	-0.419714309	0.500114676	0.813084318	0.059803445	-0.196281862	0.776756672	-0.261081704	0.349078776	-0.43394997	0.050393481	0.363099885	0.092608751	-0.481565349	0.409146661	-0.718145578	0.353561689	0.04776986	1.035548338	0.345557939	-0.405817445	0.245420989	-0.314595741	0.325809301	-0.500793628	0.014830614	-0.181505038	-0.678718459	-0.258355877	0.085873537	-1.027569344	0.388033609	-0.18610291	0.14448785	0.866369281	-0.34208398	0.411992992	-0.366995217	-0.377440708	-0.047134183	-0.22949676	0.316429871	0.182952004	0.144822085	0.176317553	0.03846198	-0.595712396	0.032837027	0.335847486	-0.366509281	-0.257591785	0.141697591	-0.073397851	0.232536416	-0.492570257	-0.185510917	0.121886852	0.209999944	0.275676481	0.415308019	0.102869583	-0.076420322	0.080205172	-0.076390623	0.18621828	-0.035674387	0.181127938	-0.207430187	-0.11547257	0.122564885	-0.047197161	0.042856137	-0.035056099	0.038877861	-0.004254621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VosMos_1D_RD3_01_15945.mzXML	Interaction	-1.119935388	-0.707047043	-1.213405278	-9.403190709	-1.453366467	3.958110384	0.466242929	0.606323778	-0.711240384	-0.513802179	0.620003413	0.709656709	-0.939055772	-3.32407729	0.727672208	1.146515839	-0.286769987	0.209199274	-1.44639877	1.472551562	0.791037275	0.260842735	1.18543739	-0.593215037	0.30457715	-0.694064395	-0.023223309	-0.593308485	0.358929038	2.234676619	0.12131301	0.235418825	-1.287592309	1.555229189	0.297315306	0.570946215	1.162379816	0.667552718	1.850227804	-0.556878122	-0.457216616	-1.41518353	-0.35800552	-0.344721047	0.146208031	-1.021408578	0.737588657	1.043406435	0.953680197	-0.063351929	-0.79422056	-0.199699646	0.517746782	0.144378835	0.100919145	1.488072613	-0.578564279	0.220042009	-0.548373216	-0.610829589	0.389473132	-0.183686638	1.135071473	0.293147922	-0.049942976	0.081881026	0.313907146	-1.008832094	-0.313067596	-0.687946717	-0.442025571	-0.546252559	-0.539483072	0.523773464	0.958750636	0.158647857	0.182589032	-0.769734693	0.251086031	-0.479307162	-0.229050916	-0.875484555	-0.009890306	-0.650902124	0.068033945	-0.634741996	0.686332832	0.311484968	-0.078707955	-0.291687266	0.045018542	0.586763469	0.138790867	-0.149709906	0.001150538	-0.647105256	-0.637982566	-0.28885751	-0.166732722	0.073322793	-0.984208566	0.556467599	0.337479719	-0.154234713	0.210573743	-0.073577171	0.378893975	-0.037765149	-0.082970152	-0.281679614	-0.156110955	0.363643016	-0.233853832	0.519602012	0.113834548	0.210815868	0.137855828	-0.124584721	-0.318661387	-0.767318837	-0.018586942	-0.171880609	-0.201460455	-0.116748166	0.127329348	0.26102196	-0.151671222	0.063691845	-0.31766085	-0.04034316	0.291051003	-0.052610689	0.026345593	-0.022083502	-0.295766912	-0.142425863	0.40787177	-0.276954884	0.212986154	-0.153909347	-0.084667926	-0.050436108	0.037316541	-0.223802483	0.085142087	-0.070245447	-0.003189439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VosMos_1E_RD4_01_15947.mzXML	Interaction	-1.120637255	-0.601335242	-0.925545122	-9.930902634	-1.347989406	5.156064632	0.717393793	-0.465488404	0.367435356	0.119379955	0.384502112	0.706367154	-0.488648011	-3.301226095	-0.970681402	-2.968492326	0.507839527	-1.474565308	-0.70642749	-0.438950653	-1.299526878	-0.739672794	-0.006191075	-0.157541585	-1.869297045	0.107796099	-0.218435683	-0.684719565	-1.064846331	-0.238868956	-0.875277768	0.953891485	1.010068926	-0.865960734	1.359569148	-0.870195118	-0.783195618	0.643970955	-0.498240518	-0.371916492	-0.543708697	0.986507615	-0.658981881	-0.460405056	-0.164695078	0.521642282	0.702718233	0.734068288	0.815084053	-0.830252046	-0.209119885	-0.419198859	0.120800808	0.00839288	1.712888001	0.203550675	0.657988899	-0.631145432	-1.156690802	-0.092293283	-0.216036758	-0.98402896	-0.359455416	0.167638499	0.062252397	0.282990989	-1.036369427	0.933584986	0.7088213	-0.124975389	-0.01603743	-0.315886434	0.382493984	-0.67728492	0.639244118	0.157697899	-0.478668596	-0.133218332	0.315951675	-0.099540733	0.300291057	-0.042709952	0.226094276	0.81723789	-0.861156735	0.284003279	-0.109168183	-0.492386495	-0.052952368	0.009644101	0.575814392	-0.013425968	-0.376482122	0.058298707	-0.190483545	0.303859811	-0.54871693	0.08281685	1.026627605	-0.252067388	-0.122194627	0.093626424	-0.174531083	-0.131786557	0.389068614	-0.118122734	0.161521833	-0.11136416	-0.046737647	0.150365325	-0.00388054	-0.492207823	-0.317509607	0.176764586	-0.21938345	-0.210240833	-0.352559467	0.518999678	0.609135774	0.358384011	-0.447473534	-0.007357307	0.071524457	0.080692013	0.137252091	-0.084398177	0.213016321	0.126402698	-0.285604625	0.449722335	-0.214195765	-0.096174377	0.076588558	0.283844845	0.20670564	0.016590023	-0.401982001	0.170134853	0.02578475	-0.029834893	-0.234042013	-0.135188353	-0.151669916	0.056687144	-0.01883596	-0.084543581	-0.022045041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flint_Mos3_2C_RA3_01_15873.mzXML	Interaction	0.737743778	-0.747390736	-0.918001237	-7.41321257	-3.349111533	-4.005919407	0.02135881	-0.287767388	-0.913634457	0.25045798	-0.022494471	0.552526023	0.404111136	0.009353091	-0.183854465	0.687777835	1.221175611	0.406559147	-0.519064423	0.724831199	0.077960119	-1.279308862	0.429917333	-0.592737895	-1.640733448	0.237104332	-0.280606301	0.262546753	0.895333963	-0.863974177	0.321818902	0.100585293	-0.634021424	-1.244031031	-0.635513208	-0.592537238	-0.585455026	0.453913708	-0.885021669	-1.162849096	-0.32306054	-1.509832434	0.148458856	0.312102823	0.558867795	1.559031081	0.550886626	-0.257960983	0.757722733	0.237328735	-0.48841528	0.031320504	-0.216544546	-0.196194087	0.349702395	-0.335816437	-0.261824823	-0.120785022	-0.202847886	-0.105535902	-0.653062198	0.100596629	1.877161644	0.359217152	-0.071407943	-0.037459443	-0.81989327	-0.651824208	-0.050376736	-0.531090537	-0.267292475	1.032662601	0.378993482	-0.269544437	-0.746645937	0.417339189	1.173955588	-0.507538061	-0.152756447	0.009920193	-0.040228051	-0.298291918	1.022774474	0.177619248	-0.318234653	0.404161222	-0.330295819	0.06808706	-0.278368788	-0.632202865	-0.79423854	-0.277721886	-0.098292164	0.927040779	0.14532123	-0.079497514	-0.091497124	0.338743273	-0.3064385	-0.650443131	-0.493064045	-0.1602185	-0.038026694	0.164681241	0.917178257	-0.229280261	0.222570365	0.037421796	-0.192786325	0.698726787	-0.566353474	-0.47878029	0.437577982	-0.349784122	0.228813702	-0.198038172	-0.142219173	0.229771905	0.237867552	-0.605282716	-0.488541337	0.303528759	0.29266991	-0.584165059	0.657586748	-0.289111458	0.305122376	-0.208774332	-0.394178297	0.271328014	-0.073230836	-0.098152458	0.108910834	-0.292169759	0.212752846	-0.074910116	-0.044648888	-0.214020019	0.03961626	0.134358934	-0.027090954	0.092002002	0.155724285	-0.018217947	0.122319418	-0.041449614	-0.010787866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalMos_3E_GE6_01_16169.mzXML	Interaction	-1.340286163	-0.581564962	-1.185853979	-9.328051245	-1.555181688	4.387444502	1.02817383	-0.938683309	-1.32858063	1.846069521	0.320921115	-0.053261223	0.084311504	0.567339041	1.414558766	1.042939746	2.52360129	-0.543749797	2.570479199	-0.345492788	-0.846646165	-0.417789789	0.780999914	-0.892709049	-0.276714907	0.303178019	0.705159398	-0.699653809	1.103689655	-0.468250257	0.588833892	0.656103891	-2.004990514	-0.471046972	-0.439466813	0.603786574	0.23423561	-1.092043237	-0.569380378	0.52367781	-0.059588394	0.169941368	-0.675841513	0.381713553	-1.222648474	-0.138565386	-0.244775675	-0.269559113	-0.303606086	0.016321609	0.073862234	-1.022516458	1.868978323	0.809024629	1.008835597	0.401126817	0.470121162	-0.10800811	-0.053024641	1.033897878	0.663979457	0.103113629	-1.547637013	0.316054328	0.845806708	-0.053873439	-0.219962495	-0.359798789	-0.173893801	0.535358851	-0.852030659	-0.076901767	-0.785688442	0.213240548	-1.205614564	-0.249941968	0.525638516	0.382092764	-0.106461434	-0.182221525	0.544645295	0.14373707	0.989425423	0.687821877	0.003245482	-0.106435926	-0.716368758	0.567944531	0.898526709	0.010948569	-0.487116202	-0.631030324	0.148051152	0.495307326	0.242544067	0.419178716	-0.135342801	0.333591478	-0.634314428	-0.100594077	0.389700157	0.035238317	-0.639407394	0.05117103	-0.173603995	0.165109808	-0.443984054	-0.106445976	0.446580045	0.239062809	0.666038732	-0.257394137	0.623520031	-0.124726381	0.03853208	0.324960677	-0.031016705	-0.534282687	-0.250122903	-0.29576804	0.364305958	-0.08603343	0.035091535	0.14565458	-0.373635858	-0.058507256	-0.036847415	0.065535248	0.203793936	-0.216540444	0.04854307	0.290863195	-0.223994884	-0.242369437	-0.091618845	0.036819874	0.058400019	0.117426518	0.090014457	0.109493456	0.169569237	0.115438992	0.123974184	0.048760996	-0.073770287	0.0390432	-0.006564037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Star7_2D_GA8_01_16075.mzXML	Interaction	-0.076796887	-0.637079655	-1.246646231	-8.654115474	-1.355432056	-2.223077356	0.662530407	0.198135765	-0.086241379	-1.068738891	2.422751962	-1.515968782	-0.705350411	1.531807328	0.118313169	0.401611081	-0.150958949	-1.385978446	0.149588595	-1.07360783	1.817603225	-1.301249154	-1.306362903	0.790759943	-0.007259366	-0.197979105	-0.690521742	-0.041825297	-0.428722744	-0.59265926	0.252976189	-1.108642078	0.319361085	0.623342496	-0.597961826	-1.190391345	1.255165396	0.660436094	1.299042455	-0.626502252	0.937648575	-0.107853575	-0.857608125	-0.412079006	0.139466853	-1.72998866	0.985359467	-0.809753235	0.974817353	0.077254608	0.643790256	0.067812853	-0.292618619	-1.093799014	0.364265665	0.433590717	1.250851862	0.614055052	-0.104807192	-0.360614331	0.081244346	0.822298155	-0.722009034	0.519877163	0.196091549	1.668478752	-0.708196953	0.09997652	0.359227975	0.053386458	-0.584493644	0.273194194	-0.512182876	0.796591782	0.911608732	0.28923077	-1.269844252	0.358964123	0.678797883	0.840031292	-0.382383479	-0.733203848	0.067451625	0.129070851	0.284284419	-0.054013674	0.133619732	0.759512068	1.259214447	0.402208443	0.446882611	0.125157614	0.024708661	0.16549311	0.244803725	-0.090251542	-0.478897951	-0.222681857	-0.384441408	0.564927745	0.113859742	0.132153678	0.381912786	0.226529938	0.732306962	-0.059364885	-0.349639184	-0.450611805	0.170568739	0.029439333	-0.006833773	0.035157565	0.554998097	-0.272544817	0.110315924	-0.11233165	-1.016810572	-0.036677008	-0.179857803	0.417807986	-0.568503336	-0.304268775	0.047340122	0.402956373	-0.473342262	-0.459714833	-0.044269769	-0.318943683	-0.010031679	0.278919573	0.09094818	-0.091182613	0.040831154	-0.346885417	-0.159444964	0.126090149	-0.115708729	0.308762442	0.072264726	0.348956257	-0.041639794	0.006027689	-0.006107109	0.055346435	0.062232268	0.055357065	-0.032854198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
